1-vl-120.amb.yahoo.com 87.248.116.129
academy-stage.cc.vip.gq1.yahoo.com 67.195.42.71
acapi.yahoo.com 87.248.116.11,87.248.116.12
account.yahoo.com 13.248.158.7,76.223.84.192
accountkey.yahoo.com 212.82.100.140
accpod-fw.dip8.corp.yahoo.com 209.131.62.243
acelauncher.diy.corp.bf1.yahoo.com 98.139.255.241,98.139.255.242,98.139.255.243
aclpushdb-qa.ops.corp.gq1.yahoo.com 98.136.206.21
aclpushdb-qa1.ops.corp.bf1.yahoo.com 98.139.254.186
aclpushdb.ops.corp.bf1.yahoo.com 98.139.254.194
aclpushdb.ops.yahoo.com 67.195.88.158
aclpushdb1.ops.corp.gq1.yahoo.com 98.136.207.224
aclpushdb2.ops.corp.gq1.yahoo.com 67.195.88.157
acnielsen.data.yahoo.com 206.190.50.126,68.180.184.235
acpprdweb1-nic2.corp.yahoo.com 216.252.117.149
acpprdweb2-nic2.corp.yahoo.com 216.252.117.150
acpprdweb3-nic2.corp.yahoo.com 216.252.117.151
acsls.bkp.bf1.yahoo.com 98.139.194.49
acsls.bkp.gq1.yahoo.com 67.195.4.92
actapi.corp.yahoo.com 13.248.158.7,76.223.84.192
actservices.corp.yahoo.com 13.248.158.7,76.223.84.192
ad.yahoo.com 204.71.200.45
ad01.udb.bf1.yahoo.com 72.30.62.189
add.my.yahoo.com 87.248.100.215,87.248.100.216
add.yahoo.com 87.248.116.11,87.248.116.12
add1-new.dir.vip.bf1.yahoo.com 74.6.141.53
addata2.ads.vip.corp.yahoo.com 216.145.51.34
address.yahoo.com 87.248.100.136,87.248.100.137
addressbook.yahoo.com 13.248.158.7,76.223.84.192
adfeedback.beap.adx.yahoo.com 87.248.116.11,87.248.116.12
adm-sauroneye-omega.tns.nevec.yahoo.com 43.212.168.224,43.212.173.76,43.213.24.214
adm.tns.nevec.yahoo.com 43.213.14.125,43.213.186.179,43.213.204.170
adm005.ygrid.corp.bf1.yahoo.com 98.139.254.224
adm006.ygrid.corp.bf1.yahoo.com 98.139.254.225
adm007.ygrid.corp.bf1.yahoo.com 98.139.254.226
adm008.ygrid.corp.bf1.yahoo.com 98.139.254.227
adm011.ygrid.corp.gq1.yahoo.com 98.136.206.190
adm012.ygrid.corp.gq1.yahoo.com 98.136.206.191
admanager.yahoo.com 13.248.158.7,76.223.84.192
admanagerplus.yahoo.com 87.248.100.136,87.248.100.137
admin-corpprdnfs.ic.bfv.yahoo.com 98.139.222.158
admin-em.movies.vip.in.yahoo.com 121.101.146.119
admin-hv1.ops.aez.yahoo.com 212.82.117.139
admin-hv1.ops.ams.yahoo.com 66.196.66.88
admin-hv1.ops.atz.yahoo.com 72.30.220.208
admin-hv1.ops.auz.yahoo.com 183.177.68.136
admin-hv1.ops.bf2.yahoo.com 74.6.96.25
admin-hv1.ops.bfw.yahoo.com 74.6.227.9
admin-hv1.ops.bfy.yahoo.com 216.115.97.17
admin-hv1.ops.coz.yahoo.com 200.152.173.139
admin-hv1.ops.dax.yahoo.com 68.142.253.41
admin-hv1.ops.dcd.yahoo.com 67.195.250.85
admin-hv1.ops.dce.yahoo.com 216.115.102.229
admin-hv1.ops.dcz.yahoo.com 216.115.104.134
admin-hv1.ops.dez.yahoo.com 66.196.64.78
admin-hv1.ops.dnx.yahoo.com 216.115.111.167
admin-hv1.ops.esa.yahoo.com 188.125.95.248
admin-hv1.ops.esz.yahoo.com 188.125.95.152
admin-hv1.ops.fry.yahoo.com 188.125.88.140
admin-hv1.ops.frz.yahoo.com 66.196.68.216
admin-hv1.ops.gqz.yahoo.com 72.30.222.139
admin-hv1.ops.hkx.yahoo.com 203.84.213.78
admin-hv1.ops.hkz.yahoo.com 183.177.76.143
admin-hv1.ops.iny.yahoo.com 27.123.42.139
admin-hv1.ops.inz.yahoo.com 27.123.43.139
admin-hv1.ops.ir2.yahoo.com 212.82.108.145
admin-hv1.ops.jpy.yahoo.com 183.177.76.68
admin-hv1.ops.mxz.yahoo.com 45.181.42.139
admin-hv1.ops.nyc.yahoo.com 216.115.102.204
admin-hv1.ops.pao.yahoo.com 216.115.98.182
admin-hv1.ops.sgx.yahoo.com 183.177.80.103
admin-hv10.ops.auz.yahoo.com 183.177.68.134
admin-hv2.ops.ams.yahoo.com 66.196.66.89
admin-hv2.ops.atz.yahoo.com 72.30.220.209
admin-hv2.ops.auz.yahoo.com 183.177.68.140
admin-hv2.ops.bfw.yahoo.com 74.6.227.29
admin-hv2.ops.bfy.yahoo.com 216.115.97.18
admin-hv2.ops.bgz.yahoo.com 212.82.116.158
admin-hv2.ops.corp.ir2.yahoo.com 188.125.76.196
admin-hv2.ops.coz.yahoo.com 200.152.173.140
admin-hv2.ops.dax.yahoo.com 68.142.253.42
admin-hv2.ops.dcd.yahoo.com 67.195.250.84
admin-hv2.ops.dce.yahoo.com 216.115.102.237
admin-hv2.ops.dcz.yahoo.com 216.115.104.135
admin-hv2.ops.dez.yahoo.com 66.196.64.94
admin-hv2.ops.dnx.yahoo.com 216.115.111.174
admin-hv2.ops.esz.yahoo.com 188.125.95.153
admin-hv2.ops.frz.yahoo.com 66.196.68.217
admin-hv2.ops.gqb.yahoo.com 216.115.105.232
admin-hv2.ops.gqz.yahoo.com 72.30.222.140
admin-hv2.ops.hkx.yahoo.com 203.84.213.157
admin-hv2.ops.hkz.yahoo.com 183.177.78.171
admin-hv2.ops.iny.yahoo.com 27.123.42.140
admin-hv2.ops.inz.yahoo.com 27.123.43.140
admin-hv2.ops.ir2.yahoo.com 77.238.188.237
admin-hv2.ops.jpy.yahoo.com 183.177.78.245
admin-hv2.ops.mxz.yahoo.com 45.181.42.140
admin-hv2.ops.nyc.yahoo.com 216.115.102.214
admin-hv2.ops.pao.yahoo.com 216.115.98.184
admin-hv2.ops.sgx.yahoo.com 183.177.80.109
admin-hv3.ops.ams.yahoo.com 66.196.66.70
admin-hv3.ops.atz.yahoo.com 72.30.220.213
admin-hv3.ops.auz.yahoo.com 183.177.68.141
admin-hv3.ops.bfw.yahoo.com 74.6.227.7
admin-hv3.ops.bfy.yahoo.com 216.115.97.28
admin-hv3.ops.bfz.yahoo.com 216.115.97.58
admin-hv3.ops.brz.yahoo.com 200.152.160.50
admin-hv3.ops.che.yahoo.com 216.115.111.108
admin-hv3.ops.coz.yahoo.com 200.152.173.141
admin-hv3.ops.dax.yahoo.com 68.142.253.43
admin-hv3.ops.dce.yahoo.com 216.115.102.243
admin-hv3.ops.dcz.yahoo.com 216.115.104.133
admin-hv3.ops.dez.yahoo.com 66.196.64.77
admin-hv3.ops.dnx.yahoo.com 216.115.111.179
admin-hv3.ops.esz.yahoo.com 188.125.95.154
admin-hv3.ops.fry.yahoo.com 188.125.88.142
admin-hv3.ops.frz.yahoo.com 66.196.68.218
admin-hv3.ops.gqz.yahoo.com 72.30.222.141
admin-hv3.ops.hiz.yahoo.com 98.137.137.142
admin-hv3.ops.hkx.yahoo.com 203.84.213.158
admin-hv3.ops.hkz.yahoo.com 183.177.76.155
admin-hv3.ops.iny.yahoo.com 27.123.42.141
admin-hv3.ops.inz.yahoo.com 27.123.43.141
admin-hv3.ops.miz.yahoo.com 74.6.227.183
admin-hv3.ops.mxz.yahoo.com 45.181.42.141
admin-hv3.ops.nyc.yahoo.com 216.115.102.216
admin-hv3.ops.pao.yahoo.com 216.115.98.187
admin-hv3.ops.sgx.yahoo.com 183.177.80.115
admin-hv3.ops.sgy.yahoo.com 203.84.209.158
admin-hv4.ops.aez.yahoo.com 212.82.117.142
admin-hv4.ops.ams.yahoo.com 66.196.66.81
admin-hv4.ops.atz.yahoo.com 72.30.220.214
admin-hv4.ops.auz.yahoo.com 183.177.68.142
admin-hv4.ops.bfw.yahoo.com 74.6.227.24
admin-hv4.ops.bfy.yahoo.com 216.115.97.23
admin-hv4.ops.bfz.yahoo.com 216.115.97.44
admin-hv4.ops.brz.yahoo.com 200.152.160.54
admin-hv4.ops.che.yahoo.com 216.115.111.115
admin-hv4.ops.coz.yahoo.com 200.152.173.142
admin-hv4.ops.dax.yahoo.com 68.142.253.44
admin-hv4.ops.dce.yahoo.com 216.115.102.248
admin-hv4.ops.dcz.yahoo.com 216.115.104.137
admin-hv4.ops.dez.yahoo.com 66.196.64.72
admin-hv4.ops.dnx.yahoo.com 216.115.111.180
admin-hv4.ops.esz.yahoo.com 188.125.95.155
admin-hv4.ops.fry.yahoo.com 188.125.88.143
admin-hv4.ops.frz.yahoo.com 66.196.68.219
admin-hv4.ops.gqz.yahoo.com 72.30.222.142
admin-hv4.ops.iny.yahoo.com 27.123.42.142
admin-hv4.ops.inz.yahoo.com 27.123.43.142
admin-hv4.ops.miz.yahoo.com 74.6.227.166
admin-hv4.ops.mxz.yahoo.com 45.181.42.142
admin-hv4.ops.nyc.yahoo.com 216.115.102.222
admin-hv4.ops.pao.yahoo.com 216.115.98.188
admin-hv4.ops.sgx.yahoo.com 183.177.80.116
admin-hv4.ops.sgy.yahoo.com 203.84.209.135
admin-hv4a.ops.aez.ir2.yahoo.com 212.82.106.15
admin-hv5.ops.aez.yahoo.com 212.82.117.158
admin-hv5.ops.atz.yahoo.com 72.30.220.198
admin-hv5.ops.bfz.yahoo.com 216.115.97.43
admin-hv5.ops.bgz.yahoo.com 212.82.116.154
admin-hv5.ops.brz.yahoo.com 200.152.160.60
admin-hv5.ops.che.yahoo.com 216.115.111.109
admin-hv5.ops.esz.yahoo.com 188.125.95.138
admin-hv5.ops.fry.yahoo.com 188.125.88.157
admin-hv5.ops.hkz.yahoo.com 183.177.76.152
admin-hv5.ops.itz.yahoo.com 87.248.107.134
admin-hv5.ops.miz.yahoo.com 74.6.227.167
admin-hv5.ops.viz.yahoo.com 188.125.89.133
admin-hv6.ops.aez.yahoo.com 212.82.117.132
admin-hv6.ops.atz.yahoo.com 72.30.220.199
admin-hv6.ops.bfz.yahoo.com 216.115.97.39
admin-hv6.ops.bgz.yahoo.com 212.82.116.133
admin-hv6.ops.brz.yahoo.com 200.152.160.61
admin-hv6.ops.che.yahoo.com 216.115.111.125
admin-hv6.ops.esz.yahoo.com 188.125.95.133
admin-hv6.ops.fry.yahoo.com 188.125.88.158
admin-hv6.ops.hkz.yahoo.com 183.177.78.166
admin-hv6.ops.itz.yahoo.com 87.248.107.158
admin-hv6.ops.miz.yahoo.com 74.6.227.178
admin-hv6.ops.sgy.yahoo.com 203.84.209.144
admin-hv7.ops.aez.yahoo.com 212.82.117.133
admin-hv7.ops.auz.yahoo.com 183.177.68.149
admin-hv7.ops.bgz.yahoo.com 212.82.116.134
admin-hv7.ops.coz.yahoo.com 200.152.173.157
admin-hv7.ops.esz.yahoo.com 188.125.95.139
admin-hv7.ops.fry.yahoo.com 188.125.88.134
admin-hv7.ops.hkz.yahoo.com 183.177.76.153
admin-hv7.ops.itz.yahoo.com 87.248.107.135
admin-hv8.ops.aez.yahoo.com 212.82.117.134
admin-hv8.ops.auz.yahoo.com 183.177.68.139
admin-hv8.ops.bgz.yahoo.com 212.82.116.135
admin-hv8.ops.coz.yahoo.com 200.152.173.133
admin-hv8.ops.esz.yahoo.com 188.125.95.134
admin-hv8.ops.fry.yahoo.com 188.125.88.133
admin-hv8.ops.hkz.yahoo.com 183.177.78.167
admin-hv8.ops.itz.yahoo.com 87.248.107.154
admin-hv9.ops.auz.yahoo.com 183.177.68.133
admin.amt.vip.bfv.yahoo.com 98.139.163.24
admin.amt.yahoo.com 23.21.26.170,54.197.137.249
admin.mobstor.corp.bf1.yahoo.com 98.139.253.158
admin.nevec.yahoo.com 43.213.14.125,43.213.186.179,43.213.204.170
admin.poc-blk01.ows.bf2.yahoo.com 74.6.101.177
admin.stg-blk01.omega.bf2.yahoo.com 74.6.101.178
admin.stg-blk01.ows.bf2.yahoo.com 74.6.101.175
admin0-vm0.amt.bfv.yahoo.com 98.139.163.16
admin01.zcs.mail.in.yahoo.com 121.101.157.139
admin02.zcs.mail.in.yahoo.com 121.101.157.140
admin1-vm0.amt.bfv.yahoo.com 98.139.163.17
admin1.beta2.dom.bf1.yahoo.com 98.139.140.228
admin1.bkln.corp.bf1.yahoo.com 98.139.254.249
admin1.bkln.corp.gq1.yahoo.com 98.136.206.74
admin1.ops.bfv.yahoo.com 98.139.222.133
admin1.ops.corp.bf1.yahoo.com 98.139.254.41
admin10.amt.gqv.yahoo.com 98.137.4.112
admin2-vm0.amt.bfv.yahoo.com 98.139.163.18
admin3-vm0.amt.bfv.yahoo.com 98.139.163.19
admin30.amt.bfv.yahoo.com 98.139.163.30
admin301.zcs.mail.in.yahoo.com 121.101.157.186
admin302.zcs.mail.in.yahoo.com 121.101.157.187
admin4-vm0.amt.bfv.yahoo.com 98.139.163.20
admin5-vm0.amt.bfv.yahoo.com 98.139.163.21
admin50.amt.bfv.yahoo.com 98.139.163.31
admin6-vm0.amt.bfv.yahoo.com 98.139.163.22
admin60.amt.bfv.yahoo.com 98.139.163.29
admin7-vm0.amt.bfv.yahoo.com 98.139.163.23
adops04-vm1.ads.corp.yahoo.com 66.228.168.55
adops04-vm2.ads.corp.yahoo.com 66.228.168.56
adops04-vm3.ads.corp.yahoo.com 66.228.168.57
adqrs2.nads.vip.gq1.yahoo.com 216.39.54.106
adreporting2.corp.yahoo.com 216.145.51.35
ads.martech.yahoo.com 87.248.100.208
ads.yahoo.com 87.248.116.11,87.248.116.12
ads1.vip.in.yahoo.com 121.101.152.190
ads1.vip.ir2.yahoo.com 46.228.36.35
adspecs.yahoo.com 13.248.158.7,76.223.84.192
advertisingcentral.yahoo.com 13.248.158.7,76.223.84.192
advertisingweek.yahoo.com 13.248.158.7,76.223.84.192
advtmrt-db-001.ysm.gq1.yahoo.com 67.195.7.132
adw-partner-api.adw.vip.bf1.yahoo.com 72.30.3.23
ae-0.msr1.amc.yahoo.com 66.196.73.140
ae-0.msr1.gq1.yahoo.com 66.196.67.1
ae-0.msr1.ir2.yahoo.com 217.146.185.129
ae-0.msr2.amc.yahoo.com 66.196.73.141
ae-0.par1.dce.yahoo.com 216.115.102.173
ae-0.pat1.ams.yahoo.com 209.191.112.32
ae-0.pat1.atz.yahoo.com 209.191.64.46
ae-0.pat1.bfz.yahoo.com 216.115.100.28
ae-0.pat1.brz.yahoo.com 209.191.80.34
ae-0.pat1.che.yahoo.com 209.191.64.66
ae-0.pat1.dcz.yahoo.com 209.191.64.8
ae-0.pat1.dez.yahoo.com 209.191.112.6
ae-0.pat1.dnx.yahoo.com 209.191.64.118
ae-0.pat1.frz.yahoo.com 209.191.112.48
ae-0.pat1.gqb.yahoo.com 209.191.64.240
ae-0.pat1.gqz.yahoo.com 209.191.65.52
ae-0.pat1.hkz.yahoo.com 209.191.64.251
ae-0.pat2.ams.yahoo.com 209.191.112.33
ae-0.pat2.atz.yahoo.com 209.191.64.47
ae-0.pat2.bfw.yahoo.com 209.191.64.155
ae-0.pat2.bfy.yahoo.com 209.191.64.63
ae-0.pat2.brz.yahoo.com 209.191.80.35
ae-0.pat2.dcz.yahoo.com 209.191.64.9
ae-0.pat2.dez.yahoo.com 209.191.112.7
ae-0.pat2.dnx.yahoo.com 209.191.64.119
ae-0.pat2.frz.yahoo.com 209.191.112.49
ae-0.pat2.gqb.yahoo.com 209.191.64.241
ae-0.pat2.gqz.yahoo.com 209.191.65.53
ae-1.msr1.bf1.yahoo.com 98.139.130.190
ae-1.msr1.bf2.yahoo.com 74.6.122.218
ae-1.msr1.gq1.yahoo.com 66.196.67.5
ae-1.msr1.ir2.yahoo.com 217.146.185.131
ae-1.msr2.bf1.yahoo.com 98.139.130.194
ae-1.msr2.bf2.yahoo.com 74.6.122.222
ae-1.par2.dce.yahoo.com 216.115.102.179
ae-1.pat1.ams.yahoo.com 209.191.112.34
ae-1.pat1.atz.yahoo.com 209.191.64.48
ae-1.pat1.bfw.yahoo.com 209.191.64.163
ae-1.pat1.bfy.yahoo.com 216.115.97.198
ae-1.pat1.bfz.yahoo.com 216.115.100.30
ae-1.pat1.brz.yahoo.com 209.191.80.36
ae-1.pat1.che.yahoo.com 209.191.64.68
ae-1.pat1.dez.yahoo.com 209.191.112.8
ae-1.pat1.dnx.yahoo.com 209.191.64.120
ae-1.pat1.frz.yahoo.com 209.191.112.50
ae-1.pat1.gqb.yahoo.com 209.191.64.242
ae-1.pat2.ams.yahoo.com 209.191.112.35
ae-1.pat2.bfy.yahoo.com 216.115.97.210
ae-1.pat2.bfz.yahoo.com 216.115.100.72
ae-1.pat2.brz.yahoo.com 209.191.80.37
ae-1.pat2.che.yahoo.com 209.191.64.69
ae-1.pat2.dax.yahoo.com 209.191.64.90
ae-1.pat2.dcz.yahoo.com 209.191.64.11
ae-1.pat2.dez.yahoo.com 209.191.112.9
ae-1.pat2.dnx.yahoo.com 209.191.64.121
ae-1.pat2.frz.yahoo.com 209.191.112.51
ae-1.pat2.gqb.yahoo.com 209.191.64.243
ae-1.pat2.gqz.yahoo.com 209.191.65.55
ae-10-d108.clr1-a-gdc.bf2.yahoo.com 74.6.96.3
ae-10.pat1.bfy.yahoo.com 209.191.64.61
ae-10.pat1.che.yahoo.com 209.191.64.58
ae-10.pat1.gqb.yahoo.com 209.191.65.47
ae-10.pat2.bfy.yahoo.com 209.191.64.65
ae-10.pat2.che.yahoo.com 209.191.64.62
ae-10.pat2.dez.yahoo.com 209.191.112.26
ae-10.pat2.dnx.yahoo.com 209.191.64.225
ae-10.pat2.frz.yahoo.com 209.191.64.25
ae-10.pat2.gqb.yahoo.com 209.191.65.51
ae-102.bas1-1-flk.bf1.yahoo.com 98.139.130.156
ae-102.bas2-1-flk.bf1.yahoo.com 98.139.130.157
ae-11.pat1.bfz.yahoo.com 209.191.64.83
ae-11.pat1.che.yahoo.com 209.191.65.132
ae-11.pat1.gqb.yahoo.com 209.191.65.57
ae-11.pat2.che.yahoo.com 209.191.64.82
ae-11.pat2.dce.yahoo.com 209.191.64.2
ae-11.pat2.dez.yahoo.com 209.191.112.28
ae-11.pat2.dnx.yahoo.com 209.191.64.227
ae-11.pat2.gqb.yahoo.com 209.191.65.61
ae-12.pat1.che.yahoo.com 209.191.64.76
ae-12.pat1.dnx.yahoo.com 209.191.68.1
ae-12.pat1.gqb.yahoo.com 209.191.65.59
ae-12.pat2.che.yahoo.com 209.191.68.0
ae-12.pat2.dnx.yahoo.com 209.191.68.13
ae-12.pat2.gqb.yahoo.com 209.191.65.63
ae-13.pat1.che.yahoo.com 209.191.64.56
ae-13.pat1.gqb.yahoo.com 209.191.65.69
ae-13.pat2.che.yahoo.com 209.191.64.84
ae-13.pat2.dcz.yahoo.com 209.191.64.57
ae-13.pat2.gqb.yahoo.com 209.191.65.73
ae-14.pat1.che.yahoo.com 216.115.100.152
ae-14.pat1.dce.yahoo.com 209.191.64.22
ae-14.pat1.dnx.yahoo.com 209.191.65.164
ae-14.pat1.gqb.yahoo.com 209.191.65.71
ae-14.pat2.che.yahoo.com 104.44.6.160
ae-14.pat2.dnx.yahoo.com 69.102.152.1
ae-14.pat2.gqb.yahoo.com 209.191.65.75
ae-15.pat1.che.yahoo.com 209.191.64.50
ae-15.pat2.che.yahoo.com 209.191.64.54
ae-15.pat2.dnx.yahoo.com 209.191.65.179
ae-16.pat1.dax.yahoo.com 209.191.64.94
ae-16.pat1.dcz.yahoo.com 209.191.64.91
ae-16.pat2.dcz.yahoo.com 209.191.64.95
ae-18.pat1.dce.yahoo.com 209.191.68.73
ae-2-d2.pat2.bfw.yahoo.com 74.6.227.4
ae-2-d9.pat2.dax.yahoo.com 68.142.193.109
ae-2.msr1.bf1.yahoo.com 98.139.130.192
ae-2.msr1.bf2.yahoo.com 74.6.122.220
ae-2.msr1.ir2.yahoo.com 66.196.65.157
ae-2.msr2.bf1.yahoo.com 98.139.130.196
ae-2.msr2.bf2.yahoo.com 74.6.122.224
ae-2.msr2.ir2.yahoo.com 66.196.65.159
ae-2.pat1.atz.yahoo.com 209.191.64.87
ae-2.pat1.dez.yahoo.com 209.191.112.10
ae-2.pat1.dnx.yahoo.com 209.191.64.221
ae-2.pat1.frz.yahoo.com 209.191.112.53
ae-2.pat1.gqb.yahoo.com 66.196.67.0
ae-2.pat1.gqz.yahoo.com 209.191.65.56
ae-2.pat2.ams.yahoo.com 209.191.112.40
ae-2.pat2.atz.yahoo.com 209.191.64.133
ae-2.pat2.dez.yahoo.com 209.191.112.20
ae-2.pat2.dnx.yahoo.com 209.191.64.237
ae-2.pat2.frz.yahoo.com 209.191.112.63
ae-2.pat2.gqb.yahoo.com 66.196.67.22
ae-2.pat2.gqz.yahoo.com 209.191.65.68
ae-20-d2.pat1.gqb.yahoo.com 216.115.101.114
ae-20-d2.pat2.gqb.yahoo.com 216.115.96.52
ae-20.pat1.dax.yahoo.com 209.191.65.124
ae-3.msr1.bf1.yahoo.com 216.115.100.29
ae-3.msr1.ir2.yahoo.com 66.196.67.243
ae-3.msr2.bf1.yahoo.com 216.115.100.31
ae-3.msr2.ir2.yahoo.com 66.196.67.253
ae-3.pat1.bfy.yahoo.com 216.115.96.117
ae-3.pat1.bfz.yahoo.com 209.191.64.183
ae-3.pat1.che.yahoo.com 209.191.64.70
ae-3.pat1.dax.yahoo.com 209.191.64.106
ae-3.pat1.dce.yahoo.com 209.191.64.31
ae-3.pat1.dez.yahoo.com 209.191.112.12
ae-3.pat1.dnx.yahoo.com 209.191.64.233
ae-3.pat1.frz.yahoo.com 209.191.112.17
ae-3.pat1.gqz.yahoo.com 209.191.65.58
ae-3.pat2.ams.yahoo.com 209.191.112.22
ae-3.pat2.bfy.yahoo.com 216.115.96.119
ae-3.pat2.dax.yahoo.com 209.191.64.107
ae-3.pat2.dce.yahoo.com 209.191.64.30
ae-3.pat2.dez.yahoo.com 209.191.112.0
ae-3.pat2.gqb.yahoo.com 66.196.67.4
ae-3.pat2.gqz.yahoo.com 209.191.65.70
ae-4.msr1.bf1.yahoo.com 216.115.100.25
ae-4.msr2.bf1.yahoo.com 216.115.100.73
ae-4.pat1.ams.yahoo.com 209.191.112.14
ae-4.pat1.bfy.yahoo.com 209.191.64.174
ae-4.pat1.che.yahoo.com 209.191.64.72
ae-4.pat1.dax.yahoo.com 209.191.64.108
ae-4.pat1.dez.yahoo.com 209.191.112.15
ae-4.pat1.frz.yahoo.com 209.191.112.55
ae-4.pat1.gqz.yahoo.com 209.191.65.60
ae-4.pat2.ams.yahoo.com 209.191.112.42
ae-4.pat2.bfy.yahoo.com 209.191.64.175
ae-4.pat2.bfz.yahoo.com 209.191.64.73
ae-4.pat2.dax.yahoo.com 209.191.64.109
ae-4.pat2.dce.yahoo.com 209.191.64.32
ae-4.pat2.dez.yahoo.com 209.191.112.23
ae-4.pat2.gqz.yahoo.com 209.191.65.72
ae-5.msr1.bf1.yahoo.com 98.139.232.72
ae-5.msr2.bf1.yahoo.com 98.139.232.73
ae-5.pat1.bfy.yahoo.com 209.191.64.176
ae-5.pat1.bfz.yahoo.com 216.115.96.65
ae-5.pat1.dax.yahoo.com 209.191.68.70
ae-5.pat1.dnx.yahoo.com 209.191.64.71
ae-5.pat1.gqz.yahoo.com 209.191.65.62
ae-5.pat2.bfy.yahoo.com 209.191.64.177
ae-5.pat2.bfz.yahoo.com 216.115.96.67
ae-5.pat2.che.yahoo.com 209.191.68.36
ae-5.pat2.dax.yahoo.com 209.191.68.72
ae-5.pat2.dnx.yahoo.com 209.191.68.37
ae-5.pat2.gqz.yahoo.com 209.191.65.74
ae-6.msr2.bf1.yahoo.com 98.139.128.1
ae-6.pat1.bfy.yahoo.com 209.191.64.178
ae-6.pat1.bfz.yahoo.com 209.191.64.208
ae-6.pat1.dax.yahoo.com 209.191.68.68
ae-6.pat1.dce.yahoo.com 152.179.50.198
ae-6.pat1.dcz.yahoo.com 209.191.64.53
ae-6.pat1.gqb.yahoo.com 209.191.64.232
ae-6.pat1.gqz.yahoo.com 209.191.65.64
ae-6.pat2.bfz.yahoo.com 209.191.64.209
ae-6.pat2.che.yahoo.com 209.191.64.217
ae-6.pat2.dnx.yahoo.com 209.191.64.239
ae-6.pat2.gqb.yahoo.com 209.191.64.236
ae-7-d101.msr1.bf1.yahoo.com 98.139.193.131
ae-7-d101.msr2.bf1.yahoo.com 98.139.193.132
ae-7.pat1.bfz.yahoo.com 209.191.64.210
ae-7.pat1.dce.yahoo.com 209.191.64.0
ae-7.pat1.dcz.yahoo.com 209.191.64.157
ae-7.pat1.dez.yahoo.com 209.191.112.16
ae-7.pat1.dnx.yahoo.com 209.191.64.235
ae-7.pat1.gqz.yahoo.com 209.191.65.66
ae-7.pat2.bfz.yahoo.com 209.191.64.211
ae-7.pat2.che.yahoo.com 209.191.64.52
ae-7.pat2.dax.yahoo.com 209.191.68.74
ae-7.pat2.dcz.yahoo.com 209.191.64.151
ae-7.pat2.dez.yahoo.com 209.191.112.24
ae-7.pat2.gqb.yahoo.com 209.191.65.45
ae-7.pat2.gqz.yahoo.com 209.191.65.78
ae-8.msr1.bf1.yahoo.com 72.30.0.67
ae-8.msr2.bf1.yahoo.com 72.30.0.68
ae-8.pat1.che.yahoo.com 209.191.64.215
ae-8.pat2.bfz.yahoo.com 216.115.101.147
ae-8.pat2.dnx.yahoo.com 209.191.65.168
ae-8.pat2.gqb.yahoo.com 209.191.64.234
ae-9-d101.msr1.bf1.yahoo.com 98.139.247.131
ae-9-d101.msr2.bf1.yahoo.com 98.139.247.132
ae-9.par2.dce.yahoo.com 216.115.101.177
ae-9.pat1.bfz.yahoo.com 216.115.101.159
ae-9.pat1.dax.yahoo.com 209.191.65.176
ae-9.pat1.dnx.yahoo.com 209.191.65.162
ae-9.pat2.bfz.yahoo.com 209.191.64.85
ae-9.pat2.che.yahoo.com 209.191.64.219
ae-9.pat2.dce.yahoo.com 209.191.64.20
ae-9.pat2.dnx.yahoo.com 209.191.65.177
ae10-clr1-a-gdc.bf1.yahoo.com 72.30.22.4
ae10-v107.clr2-a-gdc.bf2.yahoo.com 74.6.120.20
ae10-v108.clr2-a-gdc.bf2.yahoo.com 74.6.96.4
ae10-v723.msr2.ir2.yahoo.com 217.146.187.52
ae10-v777.clr2-a-gdc.bf2.yahoo.com 74.6.96.132
ae10-v777.msr2.ir2.yahoo.com 217.146.176.4
ae10-v778.clr2-a-gdc.bf2.yahoo.com 74.6.96.196
ae10-v778.msr2.ir2.yahoo.com 77.238.188.196
ae10.clr2-a-gdc.bf1.yahoo.com 72.30.22.36
ae11.clr1-a-gdc.bf1.yahoo.com 72.30.22.6
ae11.clr2-a-gdc.bf1.yahoo.com 72.30.22.38
ae12.clr1-a-gdc.bf1.yahoo.com 72.30.22.8
ae12.clr2-a-gdc.bf1.yahoo.com 72.30.22.40
ae13.clr1-a-gdc.bf1.yahoo.com 72.30.22.10
ae13.clr2-a-gdc.bf1.yahoo.com 72.30.22.42
ae14.clr1-a-gdc.bf1.yahoo.com 72.30.22.12
ae14.clr2-a-gdc.bf1.yahoo.com 72.30.22.44
ae15.clr1-a-gdc.bf1.yahoo.com 72.30.22.14
ae15.clr2-a-gdc.bf1.yahoo.com 72.30.22.46
ae3.pat1.auz.yahoo.com 202.160.176.79
ae8.clr2-a-gdc.bf1.yahoo.com 72.30.22.32
ae9-clr1-a-gdc.bf1.yahoo.com 72.30.22.2
ae9.clr2-a-gdc.bf1.yahoo.com 72.30.22.34
aem-dispatcher-stage.ec.yahoo.com 43.212.129.243,43.212.242.89,43.213.130.230
aem-dispatcher.ec.yahoo.com 43.213.14.125,43.213.186.179,43.213.204.170
aem.ec.yahoo.com 43.213.14.125,43.213.186.179,43.213.204.170
affiliate-search-beta.ec.yahoo.com 74.6.143.14
agent.audienceiq-staging.yahoo.com 87.248.116.11,87.248.116.12
agni96.data.yahoo.com 66.228.173.235
agni98.data.yahoo.com 66.228.173.237
agni99.data.yahoo.com 66.228.173.238
